06#n	bn:00017029n
piment#n	bn:00061464n	bn:00015734n	bn:00009754n	bn:00075561n
pimpant#a	bn:00100899a
pimprenelle#n	bn:00068903n	bn:00014020n
pi#n	bn:00062196n	bn:00062194n
pinaceae#n	bn:00033277n
pinacle#n	bn:00062517n
piña_colada#n	bn:00062458n
pin_à_écorce_blanche#n	bn:00062548n
pin_à_pignons#n	bn:00054685n
pinard#n	bn:00063046n
pin_argenté#n	bn:00056100n
pin_aristé#n	bn:00013164n
pinatubo#n	bn:00056075n
pin_blanc_du_sud-ouest#n	bn:00062555n
pin_bristlecone#n	bn:00003926n
pince_à_avoyer#n	bn:00069411n
pince_à_cravate#n	bn:00077212n
pince_à_dénuder#n	bn:00081396n
pince_à_dessin#n	bn:00002871n
pince_à_levier#n	bn:00024062n
pince_à_linge#n	bn:00019989n
pince_à_long_bec#n	bn:00057174n
pince_articulée_à_glissière#n	bn:00072176n
pinceau#n	bn:00060193n
pince_coupante#n	bn:00081392n
pince_crocodile#n	bn:00002871n
pince-étau#n	bn:00051786n
pin_cembro#n	bn:00005844n
pin_cembrot#n	bn:00005844n
pince-monseigneur#n	bn:00048116n
pince_multi-prise#n	bn:00072176n	bn:00060208n
pince#n	bn:00060207n	bn:00042759n	bn:00018072n	bn:00060208n
pincer#v	bn:00086115v
pinces#n	bn:00024319n	bn:00060208n
pincette#n	bn:00060210n
pinchas_zukerman#n	bn:00062467n
pinctada_margaritifera#n	bn:00061198n
pinctada#n	bn:00039187n
pindare#n	bn:00062472n
pin_de_jeffrey#n	bn:00010962n
pin_de_monterey#n	bn:00055788n
pin_des_alpes#n	bn:00005844n
pin_des_marais#n	bn:00040254n
pinéal#a	bn:00108602a	bn:00108601a
pin_flexible#n	bn:00051224n
ping#n	bn:00062494n	bn:00062495n
ping-pong#n	bn:00062496n
pingpong#n	bn:00062496n
pingre#a	bn:00106524a
pingre#n	bn:00019030n	bn:00055291n	bn:00017976n
pingrerie#n	bn:00060754n	bn:00074304n	bn:00055291n	bn:00019949n
pin_gris#n	bn:00047817n
pinguécula#n	bn:00062501n
pinicola#n	bn:00039191n
pin#n	bn:00034964n	bn:00062476n	bn:00062475n	bn:00061730n
pinnipède#n	bn:00062520n
pin_noir_du_japon#n	bn:00010961n
pinnotheres#n	bn:00039192n
pinnotheres_pisum#n	bn:00061143n
pinnotheridae#n	bn:00033278n
pinocytose#n	bn:00062524n
pinophyta#n	bn:00021863n	bn:00019486n	bn:00000822n
pinot_blanc#n	bn:00062528n
pinot_noir#n	bn:00062530n
pin_parasol#n	bn:00031921n
pin_pignon#n	bn:00031921n
pin_ponderosa#n	bn:00013793n
pin_rigide#n	bn:00058086n
pin_rouge_du_japon#n	bn:00048013n
pin_rouge#n	bn:00015138n
pinsk#n	bn:00062539n
pinson_du_nord#n	bn:00012731n
pinson#n	bn:00034546n
pin_sylvestre#n	bn:00062556n
pintade_de_numidie#n	bn:00042136n
pintade#n	bn:00058311n	bn:00042136n
pinte#n	bn:00065573n	bn:00065574n	bn:00028941n	bn:00028945n
pin-up#n	bn:00023356n
pinus_attenuata#n	bn:00049354n
pinus_cembra#n	bn:00005844n
pinus_cembroides#n	bn:00054685n
pinus_echinata#n	bn:00062550n
pinus_edulis#n	bn:00062551n
pinus_glabra#n	bn:00062552n
pinus_monophylla#n	bn:00062553n
pinus_mugo#n	bn:00029263n
pinus_muricata#n	bn:00010710n
pinus_nigra#n	bn:00010963n
pinus_pungens#n	bn:00043998n
pinus_serotina#n	bn:00062554n
pinus_strobus#n	bn:00003489n
pinus_taeda#n	bn:00036262n
pinus_torreyana#n	bn:00041773n
pinus_virginiana#n	bn:00048149n
pìobaireachd#n	bn:00062215n
pioche#n	bn:00062229n
piolet#n	bn:00045717n
pion#n	bn:00053101n	bn:00061096n	bn:00062198n
piotr_ilitch_tchaïkovski#n	bn:00061805n
pioui_de_l'est#n	bn:00022210n
pioui_de_l'ouest#n	bn:00022209n
pipa#n	bn:00039194n
piparkukas#n	bn:00040501n
pipe_à_eau#n	bn:00014701n
pipelette#n	bn:00041154n
pipeline#n	bn:00058760n
pipe#n	bn:00033999n	bn:00062569n
piperaceae#n	bn:00033279n
pipéracilline#n	bn:00062585n
piper_betle#n	bn:00010141n
pipérine#n	bn:00062587n
piper#n	bn:00039195n
pipette#n	bn:00062588n
pipette_pasteur#n	bn:00028851n
pipidae#n	bn:00033280n
pipile#n	bn:00039196n
pipilo#n	bn:00077770n
pipi#n	bn:00054812n	bn:00061253n
pipistrelle_de_l'est#n	bn:00029523n
pipistrellus#n	bn:00039198n
pipistrellus_pipistrellus#n	bn:00062592n
pipistrel#n	bn:00062592n
pipit_farlouse#n	bn:00004594n
pipra#n	bn:00039199n
pipridae#n	bn:00053124n
piquant#a	bn:00102247a	bn:00096306a	bn:00108622a	bn:00098070a	bn:00108623a
piquant#n	bn:00065710n
pique-assiette#n	bn:00014525n
pique#n	bn:00062374n
pique-nique#n	bn:00062261n
piquer_un_renard#v	bn:00083115v
piquer#v	bn:00094358v
piquet#n	bn:00062244n	bn:00062599n
piqûre_d'abeille#n	bn:00009535n
piqûre_de_guêpe#n	bn:00009535n
piqûre_de_rappel#n	bn:00012164n
piqûre_d'insecte#n	bn:00010745n
piranga_à_joues_grises#n	bn:00043750n
piranga_à_tête_rouge#n	bn:00062601n
piranga_écarlate#n	bn:00034680n
piranga_orangé#n	bn:00043750n
piranga_vermillon#n	bn:00062602n
piranha#n	bn:00016068n	bn:00053336n
piratage#n	bn:00062600n
pirate_informatique#n	bn:00023476n
pirate#n	bn:00013560n
piraterie#n	bn:00062600n
piraterie_routière#n	bn:00016091n
piridion#n	bn:00032842n
pirogue_à_balancier#n	bn:00059804n
pirogue_monoxyle#n	bn:00029072n
pirojki#n	bn:00062605n
piroxicam#n	bn:00033976n
pisanosaurus#n	bn:00062610n
piscataways#n	bn:00021937n
pisciculture#n	bn:00034833n
piscine_couverte#n	bn:00056911n
piscine#n	bn:00051013n	bn:00056911n
pise#n	bn:00062608n
pis#n	bn:00007929n
pisse-au-lit#n	bn:00009494n
pisse#n	bn:00054812n	bn:00061253n
pissenlit#n	bn:00039859n
pisser#v	bn:00090583v
pissoir#n	bn:00079338n
pissotière#n	bn:00079338n
pistache#n	bn:00062618n	bn:00062619n
pistachier#n	bn:00062618n	bn:00062619n
pistachier_térébinthe#n	bn:00062620n
pistacia_lentiscus#n	bn:00050690n
pistacia#n	bn:00039207n
pistacia_vera#n	bn:00062618n
pistage#n	bn:00077849n
piste_cavalíère#n	bn:00013099n
piste_chisholm#n	bn:00018548n
piste_d'atterrissage#n	bn:00002315n
piste_de_santa_fe#n	bn:00069197n
piste_de_ski#n	bn:00071947n	bn:00062622n
piste#n	bn:00062621n	bn:00002315n	bn:00062622n	bn:00068594n	bn:00077838n
pistia_stratiotes#n	bn:00062623n
pistil#n	bn:00062624n	bn:00016189n
pistoche#n	bn:00056911n
pistolet_à_bouchon#n	bn:00063568n
pistolet_à_eau#n	bn:00073774n
pistolet_à_impulsion_électrique#n	bn:00074816n
pistolet_à_peinture#n	bn:00002272n
pistolet_de_détresse#n	bn:00079793n	bn:00079848n
pistolet-mitrailleur#n	bn:00074921n
pistolet#n	bn:00042808n
pistolet_semi-automatique#n	bn:00070415n
piston#n	bn:00062630n
pisum#n	bn:00039209n
pitahaya#n	bn:00000588n
pitaya#n	bn:00062642n	bn:00000588n
pitchpin#n	bn:00058086n	bn:00040254n
piteux#a	bn:00103931a
pithecellobium_dulce#n	bn:00014964n
pithecellobium#n	bn:00039211n
pithecia#n	bn:00068889n
pitié#n	bn:00021319n	bn:00021318n	bn:00021008n
piton#n	bn:00062670n
pitoyable#a	bn:00103931a
pitoyablement#r	bn:00116544r
pitrerie#n	bn:00023624n
pittidae#n	bn:00062676n
pittoresque#n	bn:00062287n	bn:00062286n
pittsburgh#n	bn:00062679n
pituophis_catenifer#n	bn:00028963n
pituophis_melanoleucus#n	bn:00041119n
pityriasis_rosé_de_gibert#n	bn:00062684n
pivoine#n	bn:00060155n
pivot#n	bn:00062446n	bn:00052862n	bn:00036760n
pixel#n	bn:00061282n
pixie#n	bn:00013430n
pizza_congelée#n	bn:00062694n
pizza#n	bn:00062694n
pizzicato#n	bn:00062696n
placage#n	bn:00079725n	bn:00032651n
placard#n	bn:00064468n	bn:00019955n	bn:00019832n	bn:00019957n
placebo#n	bn:00062718n	bn:00062717n
place_de_spectacle#n	bn:00077174n
place_du_marché#n	bn:00053476n	bn:00053458n	bn:00053461n
placé_entre_parenthèses#a	bn:00108269a
place_financière#n	bn:00034532n
place#n	bn:00010073n	bn:00065099n	bn:00062214n
placentaire#n	bn:00031965n
placentalia#n	bn:00031965n
placenta#n	bn:00062725n	bn:00062726n
placenta_praevia#n	bn:00062727n
placentation#n	bn:00062729n	bn:00062728n
placer_la_balle_sur_le_tee#v	bn:00094852v	bn:00094849v
placer_sur_le_tee#v	bn:00094850v	bn:00094849v
placer#v	bn:00092831v
placet#n	bn:00074427n
placidité#n	bn:00062733n
plácido_domingo#n	bn:00028180n
placodermes#n	bn:00019536n
placopecten_magellanicus#n	bn:00040406n	bn:00069991n
plafond_à_caissons#n	bn:00014597n
plafond_de_verre#n	bn:00040611n
plafond#n	bn:00016974n	bn:00016976n	bn:00016975n
plage#n	bn:00009263n	bn:00020164n
plagiaire#n	bn:00051533n
plagiat#n	bn:00062600n
plagioclase#n	bn:00058876n
plaider#v	bn:00091743v
plaidoirie#n	bn:00062970n
plaie#n	bn:00081668n
plaignante#n	bn:00021346n
plaignant#n	bn:00021346n
plain-chant#n	bn:00041748n
plaine_alluviale#n	bn:00002950n
plaine_de_nullarbor#n	bn:00058279n
plaine_du_serengeti#n	bn:00070588n
plaine#n	bn:00049342n	bn:00000815n	bn:00017609n	bn:00035079n
plainte#n	bn:00062755n	bn:00041834n	bn:00049786n	bn:00017790n	bn:00021349n	bn:00021348n
plaire#v	bn:00090362v
plaisamment#r	bn:00114180r
plaisance#n	bn:00011690n
plaisant#a	bn:00096585a
plaisanterie#n	bn:00004630n
plaisanter#v	bn:00089961v
plaisire#n	bn:00032148n
plaisir#n	bn:00062972n	bn:00078125n
planaire#n	bn:00062761n
plancha#n	bn:00041782n
planche_à_découper#n	bn:00018738n
planche_à_hacher#n	bn:00018738n
planche_à_laver#n	bn:00080524n
planche_de_surf#n	bn:00075388n
planchéier#v	bn:00083169v
planche#n	bn:00011639n	bn:00011640n
plancher#n	bn:00052195n	bn:00052194n	bn:00035304n
plancton#n	bn:00062790n
plan_de_numérotation#n	bn:00005521n
plan_d'étage#n	bn:00035318n
plane#n	bn:00000815n
planétaire#a	bn:00100536a	bn:00108657a	bn:00113937a	bn:00103624a	bn:00108656a	bn:00102380a
planétaire#n	bn:00059572n
planétarium#n	bn:00062778n	bn:00062780n	bn:00062779n
planète_géante_gazeuse#n	bn:00037400n
planète_inférieure_et_planète_supérieure#n	bn:00075267n	bn:00046643n
planète_mineure#n	bn:00055203n
planète#n	bn:00062776n	bn:00062777n	bn:00052888n
planétésimal#n	bn:00062782n
planète_tellurique#n	bn:00076618n
planeur#n	bn:00040663n
plan_horizontal#n	bn:00044769n
planificateur#n	bn:00022282n
planification_familiale#n	bn:00010671n
planification_familiale_naturelle#n	bn:00056986n
planification#n	bn:00072215n	bn:00062795n
planification_urbaine#n	bn:00079307n
planifier#v	bn:00092052v	bn:00085742v
planimètre#n	bn:00047015n
plan_incliné#n	bn:00046307n
plan_marshall#n	bn:00031928n
plan#n	bn:00005439n	bn:00062766n	bn:00062759n	bn:00062795n
planning_familial#n	bn:00010671n
planning#n	bn:00069568n
plan_sur_plan#n	bn:00048561n
plantage#n	bn:00023573n
plantaginaceae#n	bn:00033283n
plantago_lanceolata#n	bn:00013614n
plantago_media#n	bn:00044310n
plantago#n	bn:00039221n
plantain#n	bn:00056364n	bn:00062818n
plantation#n	bn:00062822n	bn:00041967n	bn:00062832n
plante_à_fleur#n	bn:00004109n	bn:00004108n
plante_annuelle#n	bn:00004361n
plante_aquatique#n	bn:00005219n
plante_carnivore#n	bn:00016146n
plante_cobra#n	bn:00014764n
plante_d'intérieur#n	bn:00045046n
plante_grimpante#n	bn:00080013n
plante_herbacée#n	bn:00043776n
plante_ligneuse#n	bn:00051173n
plante#n	bn:00035324n	bn:00072704n
plante_non_vasculaire#n	bn:00013530n
plante_ornementale#n	bn:00037315n
plante_parasite#n	bn:00060619n
planter#v	bn:00087554v	bn:00094358v
plante_succulente#n	bn:00075034n
plante_vivace#n	bn:00061541n
plantigrade#a	bn:00108667a
plantigrade#n	bn:00062829n
plantoir#n	bn:00026910n
plantule#n	bn:00070270n
planula#n	bn:00062835n
plaquebière#n	bn:00008005n
plaque-boucle#n	bn:00009829n
plaque_chauffante#n	bn:00044942n
plaque_de_four#n	bn:00008023n
plaque_d'égout#n	bn:00053199n
plaque_dentaire#n	bn:00007861n
plaque_de_plâtre#n	bn:00028951n
plaque_de_police#n	bn:00050990n
plaque_de_rue#n	bn:00074611n
plaque_de_tête#n	bn:00080395n
plaque_d'identification#n	bn:00028066n	bn:00028067n
plaque_d'identité_militaire#n	bn:00028066n
plaque_d'identité#n	bn:00075886n
plaque_d'immatriculation#n	bn:00050990n
plaque_électrique#n	bn:00030161n
plaquemine#n	bn:00027253n	bn:00061712n
plaque_minéralogique#n	bn:00050990n
plaqueminier#n	bn:00027253n	bn:00044160n
plaque_motrice#n	bn:00056619n
plaque#n	bn:00011640n	bn:00075886n	bn:00035097n	bn:00050990n
plaqué_or#n	bn:00040939n
plaque_photographique#n	bn:00062082n
plaquer#v	bn:00083998v	bn:00091705v
plaques_de_peyer#n	bn:00061803n
plaquette_de_frein#n	bn:00012721n
plaquette#n	bn:00011384n	bn:00011292n
plaquette_ombocyte#n	bn:00011384n
plaquette_sanguine#n	bn:00011384n
plasmalemme#n	bn:00017036n
plasma#n	bn:00011383n	bn:00062838n	bn:00062839n
plasmaphérèse#n	bn:00062845n
plasma_sanguin#n	bn:00011383n
plasmide#n	bn:00062846n
plasmine#n	bn:00034221n
plasmocyte#n	bn:00062840n
plasmocytome#n	bn:00062844n
plasmode#n	bn:00062849n
plasmodiidae#n	bn:00033284n
plasmodiophora#n	bn:00039222n
plasmodium#n	bn:00052946n	bn:00062849n
plasmodium_vivax#n	bn:00052946n
plaste#n	bn:00062866n
plasticité#n	bn:00053018n
plastic#n	bn:00062860n
plastie_d'augmentation_mammaire#n	bn:00012956n
plastifiant#n	bn:00062864n
plastifier#v	bn:00090173v
plastination#n	bn:00062867n
plastique#a	bn:00102934a
plastique_à_renfort_de_verre#n	bn:00034213n
plastique#n	bn:00062856n
plastique_renforcé_de_fibre_de_verre#n	bn:00034213n
plastron#n	bn:00062870n	bn:00062869n	bn:00001628n	bn:00062872n	bn:00062871n	bn:00026940n	bn:00062868n
plat#a	bn:00103059a	bn:00103058a
platanaceae#n	bn:00033287n
platane_d'orient#n	bn:00059500n
platane#n	bn:00062775n	bn:00039226n
platanthera_blephariglottis#n	bn:00042391n
platanthera_chlorantha#n	bn:00041608n
platanthera#n	bn:00039225n
platanthère_à_deux_feuilles#n	bn:00042392n
platanus_occidentalis#n	bn:00003453n
platanus_racemosa#n	bn:00014773n
platax_atlantique#n	bn:00004074n	bn:00049815n
plat_cuisiné#n	bn:00078726n
plateau_continental#n	bn:00022183n
plateau_des_guyanes#n	bn:00042101n
plateau_du_colorado#n	bn:00020760n
plateau_du_golan#n	bn:00040919n
plateau#n	bn:00062891n	bn:00078102n
plate-bande#n	bn:00035088n	bn:00009489n
plate-forme_continentale#n	bn:00022183n
plate-forme#n	bn:00062900n
plateforme#n	bn:00035739n	bn:00062900n
plate-forme_pétrolière#n	bn:00028741n
plateforme_volante#n	bn:00041886n
plate#n	bn:00005772n
plateosauridae#n	bn:00064799n
plathelminthe#n	bn:00035124n
plathelminthes#n	bn:00035124n
platichthys_flesus#n	bn:00031909n
platichthys#n	bn:00039227n
platine_à_mèche#n	bn:00053787n
platine_d'expérimentation#n	bn:00012879n
platine#n	bn:00006910n	bn:00034695n
plat#n	bn:00062879n	bn:00031053n	bn:00027574n
platode#n	bn:00035124n
platodes#n	bn:00035124n
platon#n	bn:00062910n
plat_précuit#n	bn:00078726n
plat_principal#n	bn:00052847n	bn:00031053n
plâtre#n	bn:00062851n
platte#n	bn:00062918n
platycerium_bifurcatum#n	bn:00021176n
platycerium#n	bn:00039228n
platycodon#n	bn:00008190n
platyhelminthe#n	bn:00035124n
platyhelminthes#n	bn:00035124n
platyrrhini#n	bn:00057505n
plausibilité#n	bn:00062926n
plausible#a	bn:00105982a
plaute#n	bn:00062927n	bn:00039233n
playbill#n	bn:00062942n
playboy_bunny#n	bn:00013904n
plébéien#n	bn:00062985n
plébéienne#n	bn:00062985n
plèbe#n	bn:00062985n
plecoptera#n	bn:00059346n
plecotus_auritus#n	bn:00051911n
plectranthus_amboinicus#n	bn:00020578n
plectranthus#n	bn:00062991n
plectranthus_scutellarioides#n	bn:00020579n
plectre#n	bn:00062227n
plectrophenax#n	bn:00039238n
pléiades#n	bn:00062999n	bn:00063000n
plein#a	bn:00099672a	bn:00103391a
plein_d'assurance#a	bn:00110300a
plein_de_bon_sens#a	bn:00100101a
plein_de_cran#a	bn:00103475a	bn:00102878a
plein_de_nouvelles#a	bn:00099554a	bn:00107286a
pleine_conscience#n	bn:00043526n
pleine_lune#n	bn:00036765n	bn:00005913n
plein_emploi#n	bn:00036769n
plein#n	bn:00036765n
pleione#n	bn:00039239n
pleiospilos#n	bn:00039240n
pléistocène#n	bn:00040576n
plénipotentiaire#n	bn:00063001n
plénum#n	bn:00063003n
pléochroïsme#n	bn:00063005n
pléonasme#n	bn:00063009n
pleopeltis_polypodioides#n	bn:00041529n
plésiosaure#n	bn:00063011n
plesiosauria#n	bn:00063012n
plesiosaurus#n	bn:00063011n
plestiodon_callicephalus#n	bn:00031830n
plestiodon_skiltonianus#n	bn:00031831n
plethodon_cinereus#n	bn:00029525n
plethodontidae#n	bn:00052348n
pléthorique#a	bn:00108065a
pléthysmographie#n	bn:00063015n
pleurer#v	bn:00086122v	bn:00095668v
pleurésie#n	bn:00063019n
pleur#n	bn:00024162n
pleurnicheur#n	bn:00009807n
pleurnicheuse#n	bn:00009807n
pleurobrachia#n	bn:00039244n
pleuronectes_platessa#n	bn:00062746n
pleuronectidae#n	bn:00033292n
pleuronectiformes#n	bn:00035104n
pleurote_en_huitre#n	bn:00060024n
pleurote_en_huître#n	bn:00060024n
pleurothallis#n	bn:00063024n
pleurotus#n	bn:00039248n
pleurotus_ostreatus#n	bn:00060024n
pleuvoir_à_boire_debout#v	bn:00091526v
pleuvoir_à_flots#v	bn:00091526v
pleuvoir_à_seaux#v	bn:00091526v
pleuvoir_à_torrent#v	bn:00091526v
pleuvoir_à_verse#v	bn:00091526v
pleuvoir_comme_à_gravelotte#v	bn:00091526v
pleuvoir_comme_vache_qui_pisse#v	bn:00091526v
pleuvoir_des_cordes#v	bn:00091526v
pleuvoir_des_hallebardes#v	bn:00091526v
pleven#n	bn:00063025n
plèvre#n	bn:00063017n
plexus_brachial#n	bn:00012609n
plexus_cervical#n	bn:00017387n
plexus_choroïdes#n	bn:00018777n
plexus_coccygien#n	bn:00020248n
plexus_cœliaque#n	bn:00000256n
plexus_lombal#n	bn:00052289n
plexus_nerveux#n	bn:00057333n
plexus_sacral#n	bn:00063030n
pliant#a	bn:00103162a
plie_commune#n	bn:00062746n
plier#v	bn:00088411v
pli#n	bn:00023645n	bn:00035586n	bn:00009870n
pline_l'ancien#n	bn:00037039n
pline_le_jeune#n	bn:00037038n
pline#n	bn:00037039n	bn:00037038n
plinthe#n	bn:00008820n	bn:00024993n	bn:00035744n
pliocène#n	bn:00063040n
plisser#v	bn:00091747v
p&l#n	bn:00029418n
ploceidae#n	bn:00080769n
ploceus#n	bn:00039250n
ploc#v	bn:00091754v
ploïdie#n	bn:00027278n
plomberie#n	bn:00063086n	bn:00063087n
plombier#n	bn:00062576n
plomb#n	bn:00061296n	bn:00006915n	bn:00063080n
plomb_typographique#n	bn:00078805n
plongeon#n	bn:00027850n
plonger#v	bn:00086849v	bn:00087089v
plongeur#n	bn:00014094n
plotin#n	bn:00063053n
ploughman's_lunch#n	bn:00063062n
ploutocratie#n	bn:00063120n
plovdiv#n	bn:00061967n
pluche#n	bn:00063114n
plug-in#n	bn:00001275n
plugin#n	bn:00001275n
pluie_acide#n	bn:00000911n
pluie_de_météores#n	bn:00054600n
pluie#n	bn:00066032n
pluie_torrentielle#n	bn:00020012n
pluie_torrentielle_sous_orage#n	bn:00020012n
plumage#n	bn:00033865n
plumbaginaceae#n	bn:00033294n
plumbago_europaea#n	bn:00050384n
plumbago#n	bn:00063083n
plume#n	bn:00033865n	bn:00065709n	bn:00057603n
plumeria_alba#n	bn:00060172n
plumeria#n	bn:00039252n
plumeria_rubra#n	bn:00060173n
plumule#n	bn:00028469n
pluot#n	bn:00063088n
plupart#r	bn:00115418r
pluralisme#n	bn:00063105n
pluraliste#n	bn:00063107n	bn:00063108n	bn:00063109n
pluriel#n	bn:00063102n
plus_grand_commun_diviseur#n	bn:00041623n
plus_loin#r	bn:00115330r	bn:00115329r
plus#n	bn:00006504n	bn:00063113n
plus_petit_commun_dénominateur#n	bn:00021073n
plus_petit_commun_multiple#n	bn:00050330n
plus-que-parfait#n	bn:00060933n
plus#r	bn:00116284r
plus_tard#r	bn:00114165r
plus-value#n	bn:00015507n
plutarque#n	bn:00063115n
pluteaceae#n	bn:00033295n
pluteus_cervinus#n	bn:00025835n
pluteus#n	bn:00039253n
pluto#n	bn:00063118n
plutonium_239#n	bn:00063122n
plutonium#n	bn:00006926n
pluton#n	bn:00009015n	bn:00063119n	bn:00002161n	bn:00063118n
plutôt#r	bn:00115313r	bn:00116771r	bn:00115972r	bn:00116681r
pluvialis#n	bn:00039254n
pluvian_fluviatile#n	bn:00023895n
pluvier_guignard#n	bn:00017774n
pluvier_kildir#n	bn:00017775n
pluvier#n	bn:00063065n
pluvier_siffleur#n	bn:00017773n
pluvieux#a	bn:00109411a
pluviomètre#n	bn:00063124n
pluviôse#n	bn:00063125n
plymouth#n	bn:00063132n
plymouth_rock#n	bn:00063131n
plzeň#n	bn:00062434n
pmd#n	bn:00010593n
p#n	bn:00060045n
pnb#n	bn:00040830n
pneu_à_clous#n	bn:00072467n
pneu_à_plat#n	bn:00035083n
pneu_clouté#n	bn:00072467n
pneu_d'automobile#n	bn:00077377n	bn:00007324n
pneu_de_secours#n	bn:00034362n
pneu_d'hiver#n	bn:00072467n
pneumatique#a	bn:00108719a
pneumatique#n	bn:00063137n	bn:00077377n
pneumectomie#n	bn:00063142n
pneumoconiose#n	bn:00063141n
pneumocystose#n	bn:00004071n	bn:00047225n	bn:00016029n
pneumogastrique#a	bn:00108721a	bn:00108722a
pneumologie#n	bn:00076992n
pneumonectomie#n	bn:00063142n
pneumonie_aiguë#n	bn:00063143n
pneumonie_à_pneumocystis_carinii#n	bn:00047225n
pneumonie_à_pneumocystis_jiroveci#n	bn:00047225n
pneumonie_franche_lobaire_aiguë#n	bn:00063143n
pneumonie#n	bn:00063143n
pneumonique#a	bn:00108723a	bn:00108724a
pneumonite#n	bn:00063144n
pneumopathie_d'inhalation#n	bn:00006431n
pneumopathie_interstitielle#n	bn:00047226n
pneumothorax#n	bn:00063145n
pneu#n	bn:00077377n
pneu_sans_chambre_à_air#n	bn:00078523n
pn#n	bn:00041244n
poaceae#n	bn:00032954n
poales#n	bn:00041301n
poa#n	bn:00039256n
pocahontas#n	bn:00053837n
pocharde#n	bn:00002526n
pochard#n	bn:00002526n
poche_de_pantalon#n	bn:00063155n
poche_intérieure#n	bn:00012959n
poche#n	bn:00049663n	bn:00063162n	bn:00063155n
poche_pantalon#n	bn:00063155n
pocher#n	bn:00063151n
pochette#n	bn:00012959n	bn:00066582n
pochoir#n	bn:00074182n
pochon#n	bn:00049663n
podargidae#n	bn:00036623n
podargus#n	bn:00039258n
podia#n	bn:00078522n
podiatre#n	bn:00018537n
podiceps#n	bn:00039259n
podicipedidae#n	bn:00041626n
podilymbus#n	bn:00039260n
podocarpaceae#n	bn:00063186n
podocarpus_elatus#n	bn:00013412n
podocarpus_latifolius#n	bn:00063189n
podocarpus#n	bn:00039261n
podocarpus_totara#n	bn:00063190n
podologie#n	bn:00018538n
podologiste#n	bn:00061243n	bn:00018537n
podologue#n	bn:00061243n	bn:00018537n
podomètre#n	bn:00061249n
podophylle_pelté#n	bn:00053943n
podophyllum#n	bn:00053943n
podzol#n	bn:00063191n
podzosol#n	bn:00063191n
poeciliidae#n	bn:00051612n
poecilogale_albinucha#n	bn:00063192n
poêle_à_frire#n	bn:00036719n
poêle#n	bn:00036719n	bn:00074479n
poêlon#n	bn:00036719n
poème_en_prose#n	bn:00064805n
poème#n	bn:00063193n
poème_symphonique#n	bn:00075674n
poésie#n	bn:00063193n	bn:00063195n	bn:00063204n
poésie_pastorale#n	bn:00060953n
poète_lauréat#n	bn:00063197n	bn:00063198n
poète#n	bn:00063196n
poétesse#n	bn:00063196n
poétique#a	bn:00108733a	bn:00108731a	bn:00108730a
poétique#n	bn:00063202n
pogrom#n	bn:00063208n
poids_coqs#n	bn:00008441n
poids_léger#n	bn:00051169n	bn:00051170n	bn:00051171n	bn:00047821n
poids_légers#n	bn:00051169n
poids_lourds-légers#n	bn:00024128n
poids_mi-lourds#n	bn:00024128n
poids_mouche#n	bn:00035541n	bn:00035542n
poids_mouches#n	bn:00035542n
poids_moyens#n	bn:00054869n
poids#n	bn:00080831n
poids_plume#n	bn:00033875n	bn:00033876n	bn:00033874n
poids_plumes#n	bn:00033876n
poids_super-légers#n	bn:00051145n
poids_super-lourds#n	bn:00075226n
